"dates","Country","LogOR_30dayrolling"
2006-12-20,"DE",-4.37076318270127
2006-12-21,"DE",-4.17117349706061
2006-12-22,"DE",-4.19090813271328
2006-12-27,"DE",-4.48047590059607
2006-12-28,"DE",-4.53646280342443
2006-12-29,"DE",-4.57457583708052
2007-01-02,"DE",-4.60514549217867
2007-01-03,"DE",-4.53425247748753
2007-01-04,"DE",-4.72144417579287
2007-01-05,"DE",-4.98521354290829
2007-01-08,"DE",-5.16889616215282
2007-01-09,"DE",-5.37456345650713
2007-01-10,"DE",-5.43411388297462
2007-01-11,"DE",-5.61979767086213
2007-01-12,"DE",-5.62846737721251
2007-01-15,"DE",-5.4705315286205
2007-01-16,"DE",-5.38464210977698
2007-01-17,"DE",-5.70546996097327
2007-01-18,"DE",-5.5608465541652
2007-01-19,"DE",-5.73773803968095
2007-01-22,"DE",-5.66791084667038
2007-01-23,"DE",-5.75114339942671
2007-01-24,"DE",-5.69436107934578
2007-01-25,"DE",-5.65546905282404
2007-01-26,"DE",-5.91820269922683
2007-01-29,"DE",-5.92040559229919
2007-01-30,"DE",-6.07792499861078
2007-01-31,"DE",-5.8930499333739
2007-02-01,"DE",-6.1036634893894
2007-02-02,"DE",-6.17331348027802
2007-02-05,"DE",-6.42419058241825
2007-02-06,"DE",-6.55529607483595
2007-02-07,"DE",-6.56358125634007
2007-02-08,"DE",-6.51995454571981
2007-02-09,"DE",-6.1758164360064
2007-02-12,"DE",-6.10425508420613
2007-02-13,"DE",-5.9924419139658
2007-02-14,"DE",-5.82868500395851
2007-02-15,"DE",-5.97232113366126
2007-02-16,"DE",-6.08028066223046
2007-02-19,"DE",-5.88799021780042
2007-02-20,"DE",-5.95977155176615
2007-02-21,"DE",-5.73786676834181
2007-02-22,"DE",-5.71767141645675
2007-02-23,"DE",-5.62447771833813
2007-02-26,"DE",-5.55830126431573
2007-02-27,"DE",-5.84426185023779
2007-02-28,"DE",-5.83057425135902
2007-03-01,"DE",-5.65238174671917
2007-03-02,"DE",-5.70897518300555
2007-03-05,"DE",-5.56561043464735
2007-03-06,"DE",-5.6868369543221
2007-03-07,"DE",-5.78000746528757
2007-03-08,"DE",-5.86481090378243
2007-03-09,"DE",-6.06290676978617
2007-03-12,"DE",-5.86471209244154
2007-03-13,"DE",-5.99347412311426
2007-03-14,"DE",-5.71105292798466
2007-03-15,"DE",-5.84328864531623
2007-03-16,"DE",-5.67717729640618
2007-03-19,"DE",-5.56612065775014
2007-03-20,"DE",-5.63430637416244
2007-03-21,"DE",-5.56476233840331
2007-03-22,"DE",-5.76374153758339
2007-03-23,"DE",-5.9251016539137
2007-03-26,"DE",-6.26008515197217
2007-03-27,"DE",-6.22782680529157
2007-03-28,"DE",-6.04164252276152
2007-03-29,"DE",-6.07093182522809
2007-03-30,"DE",-6.01578370898898
2007-04-02,"DE",-5.80149980081044
2007-04-03,"DE",-5.7011017852627
2007-04-04,"DE",-5.39003304280688
2007-04-05,"DE",-5.57743911533529
2007-04-10,"DE",-5.64587533903594
2007-04-11,"DE",-6.06507761535363
2007-04-12,"DE",-6.31715995050634
2007-04-13,"DE",-6.40425861661005
2007-04-16,"DE",-6.46499840176214
2007-04-17,"DE",-6.3856035987198
2007-04-18,"DE",-6.3066192403992
2007-04-19,"DE",-6.2650557430963
2007-04-20,"DE",-6.32591601695227
2007-04-23,"DE",-6.20479598961249
2007-04-24,"DE",-5.97794184919451
2007-04-25,"DE",-5.79939499578427
2007-04-26,"DE",-5.93865199913551
2007-04-27,"DE",-6.14305459274442
2007-04-30,"DE",-6.18411249058902
2007-05-02,"DE",-6.25971655014124
2007-05-03,"DE",-6.51303330190337
2007-05-04,"DE",-6.49506192654356
2007-05-07,"DE",-6.34500139252228
2007-05-08,"DE",-6.21252198533751
2007-05-09,"DE",-6.12554240031193
2007-05-10,"DE",-5.9778048996246
2007-05-11,"DE",-5.76312136195887
2007-05-14,"DE",-5.86808643245208
2007-05-15,"DE",-6.18582562515492
2007-05-16,"DE",-6.27481434478481
2007-05-17,"DE",-6.26589799552172
2007-05-18,"DE",-6.63767370683812
2007-05-21,"DE",-6.6816500941612
2007-05-22,"DE",-6.71085141090202
2007-05-23,"DE",-6.59933777717043
2007-05-24,"DE",-6.52546513368226
2007-05-25,"DE",-6.29992300187232
2007-05-28,"DE",-6.01097156649427
2007-05-29,"DE",-5.97952524408807
2007-05-30,"DE",-6.22610276149323
2007-05-31,"DE",-6.41137507377392
2007-06-01,"DE",-6.6691262202711
2007-06-04,"DE",-6.58517308669603
2007-06-05,"DE",-6.61187437841212
2007-06-06,"DE",-6.65614336931554
2007-06-07,"DE",-6.56786507561254
2007-06-08,"DE",-6.52205749128028
2007-06-11,"DE",-6.67455608932769
2007-06-12,"DE",-6.45046379709307
2007-06-13,"DE",-6.67783563265454
2007-06-14,"DE",-6.79439030409168
2007-06-15,"DE",-6.547986973627
2007-06-18,"DE",-6.55233029675176
2007-06-19,"DE",-6.4663641249921
2007-06-20,"DE",-6.62201754727275
2007-06-21,"DE",-6.4626948987145
2007-06-22,"DE",-6.3533519106114
2007-06-25,"DE",-6.34629610631495
2007-06-26,"DE",-6.33698154768843
2007-06-27,"DE",-6.4108957742905
2007-06-28,"DE",-6.59670602558097
2007-06-29,"DE",-6.79101398667472
2007-07-02,"DE",-6.57903070899421
2007-07-03,"DE",-6.6330212486649
2007-07-04,"DE",-6.62612351842249
2007-07-05,"DE",-6.46923278465457
2007-07-06,"DE",-6.18424818772978
2007-07-09,"DE",-5.85990195168773
2007-07-10,"DE",-5.77051969947866
2007-07-11,"DE",-5.56266585650367
2007-07-12,"DE",-5.38845026260124
2007-07-13,"DE",-5.20827413359454
2007-07-16,"DE",-4.95793480064864
2007-07-17,"DE",-5.07643539132858
2007-07-18,"DE",-4.8617392652519
2007-07-19,"DE",-4.71771763107417
2007-07-20,"DE",-4.78448326690128
2007-07-23,"DE",-4.75709787515055
2007-07-24,"DE",-4.52143896343215
2007-07-25,"DE",-4.40713448685378
2007-07-26,"DE",-3.98179279671605
2007-07-27,"DE",-3.543750735579
2007-07-30,"DE",-3.49071812700784
2007-07-31,"DE",-3.39392611814301
2007-08-01,"DE",-3.61654928544206
2007-08-02,"DE",-3.41820148986453
2007-08-03,"DE",-3.4781561173095
2007-08-06,"DE",-3.56081922364719
2007-08-07,"DE",-3.54584926618792
2007-08-08,"DE",-3.40231085950346
2007-08-09,"DE",-3.27285970144762
2007-08-10,"DE",-3.11990359010108
2007-08-13,"DE",-3.04764063573549
2007-08-14,"DE",-3.07598453350467
2007-08-15,"DE",-3.14610174219373
2007-08-16,"DE",-3.33850444610382
2007-08-17,"DE",-3.37702872595163
2007-08-20,"DE",-3.84164969312114
2007-08-21,"DE",-3.95472386040487
2007-08-22,"DE",-4.46659335326888
2007-08-23,"DE",-4.69066319021635
2007-08-24,"DE",-4.86423196095219
2007-08-27,"DE",-4.97341578265816
2007-08-28,"DE",-5.01945140160645
2007-08-29,"DE",-5.01550696142102
2007-08-30,"DE",-5.29469128027431
2007-08-31,"DE",-5.55820695652349
2007-09-03,"DE",-5.5528226130605
2007-09-04,"DE",-5.76987274199703
2007-09-05,"DE",-5.90018469913203
2007-09-06,"DE",-6.02214674625741
2007-09-07,"DE",-6.27053047766182
2007-09-10,"DE",-6.70052211872484
2007-09-11,"DE",-6.69448074454978
2007-09-12,"DE",-6.95231854658536
2007-09-13,"DE",-6.93314157252174
2007-09-14,"DE",-6.912207358872
2007-09-17,"DE",-7.00018322078675
2007-09-18,"DE",-7.08440947292441
2007-09-19,"DE",-7.23527954176241
2007-09-20,"DE",-7.1737155177011
2007-09-21,"DE",-7.0626497423474
2007-09-24,"DE",-6.9196544208642
2007-09-25,"DE",-6.9392532475509
2007-09-26,"DE",-6.80662157802575
2007-09-27,"DE",-6.96632091523391
2007-09-28,"DE",-7.03968568256096
2007-10-01,"DE",-7.02151081317659
2007-10-02,"DE",-6.89008677579824
2007-10-03,"DE",-6.78097008841498
2007-10-04,"DE",-6.25016560471511
2007-10-05,"DE",-6.1803110038773
2007-10-08,"DE",-6.22158689058681
2007-10-09,"DE",-6.01459568070834
2007-10-10,"DE",-6.21717910654761
2007-10-11,"DE",-6.35627112790059
2007-10-12,"DE",-6.18735024768311
2007-10-15,"DE",-5.89599959269175
2007-10-16,"DE",-6.08348029765164
2007-10-17,"DE",-5.86197311194709
2007-10-18,"DE",-5.99687158387708
2007-10-19,"DE",-6.04761034771705
2007-10-22,"DE",-5.96852249744593
2007-10-23,"DE",-5.79016607592849
2007-10-24,"DE",-5.99889026911562
2007-10-25,"DE",-5.86543331641944
2007-10-26,"DE",-5.82268313537
2007-10-29,"DE",-6.0538240552985
2007-10-30,"DE",-6.22147151619011
2007-10-31,"DE",-6.34005627284209
2007-11-01,"DE",-6.56021774588074
2007-11-02,"DE",-6.7224356854447
2007-11-05,"DE",-7.08547245979461
2007-11-06,"DE",-7.51186806462169
2007-11-07,"DE",-7.66028150240665
2007-11-08,"DE",-7.98535030545186
2007-11-09,"DE",-8.1318694600477
2007-11-12,"DE",-8.10717619549433
2007-11-13,"DE",-8.30795357319611
2007-11-14,"DE",-7.89301002053579
2007-11-15,"DE",-8.17939451261373
2007-11-16,"DE",-8.4727948601243
2007-11-19,"DE",-8.62463664802367
2007-11-20,"DE",-8.21480841067299
2007-11-21,"DE",-8.42753960931879
2007-11-22,"DE",-8.58169052406867
2007-11-23,"DE",-8.39243860077175
2007-11-26,"DE",-8.61095979580002
2007-11-27,"DE",-8.8762339953447
2007-11-28,"DE",-9.10652310708403
2007-11-29,"DE",-9.41537152268617
2007-11-30,"DE",-9.01892963630205
2007-12-03,"DE",-9.22827946568835
2007-12-04,"DE",-9.51917800903263
2007-12-05,"DE",-9.72011368579611
2007-12-06,"DE",-9.76873396146568
2007-12-07,"DE",-9.86534463389095
2007-12-10,"DE",-10.0205582074447
2007-12-11,"DE",-10.0258187626723
2007-12-12,"DE",-9.994103650253
2007-12-13,"DE",-10.1453259827425
2007-12-14,"DE",-9.92493110737559
2007-12-17,"DE",-10.2282656088246
2007-12-18,"DE",-10.2484334196292
2007-12-19,"DE",-10.1944931243376
2007-12-20,"DE",-10.1636479120261
2007-12-21,"DE",-9.70101926079591
2007-12-24,"DE",-9.4939287136465
2007-12-27,"DE",-9.48439291208058
2007-12-28,"DE",-9.68319219349049
2007-12-31,"DE",-10.1056763743787
2008-01-02,"DE",-10.320606470421
2008-01-03,"DE",-10.4927555823844
2008-01-04,"DE",-10.6278180300957
2008-01-07,"DE",-10.9738256796104
2008-01-08,"DE",-11.1380028578195
2008-01-09,"DE",-11.1221080494465
2008-01-10,"DE",-11.3302233283646
2008-01-11,"DE",-11.4982573935565
2008-01-14,"DE",-11.4977719440535
2008-01-15,"DE",-11.1686607710568
2008-01-16,"DE",-11.2866977172701
2008-01-17,"DE",-11.3714973160646
2008-01-18,"DE",-11.3937336122159
2008-01-21,"DE",-11.5043878288003
2008-01-22,"DE",-11.6016189129916
2008-01-23,"DE",-11.7346451521429
2008-01-24,"DE",-11.8509596316481
2008-01-25,"DE",-11.7865115381221
2008-01-28,"DE",-11.8604535798238
2008-01-29,"DE",-11.8712333292362
2008-01-30,"DE",-11.7010880370011
2008-01-31,"DE",-11.4955896241606
2008-02-01,"DE",-11.4008029061673
2008-02-04,"DE",-11.3319161381972
2008-02-05,"DE",-11.3231189540893
2008-02-06,"DE",-11.1560602346938
2008-02-07,"DE",-11.5800741993335
2008-02-08,"DE",-11.7787943680631
2008-02-11,"DE",-11.5681204949113
2008-02-12,"DE",-11.265754299887
2008-02-13,"DE",-11.2409697467183
2008-02-14,"DE",-11.2736879916252
2008-02-15,"DE",-11.1035822087315
2008-02-18,"DE",-10.9937180519689
2008-02-19,"DE",-11.1806069437571
2008-02-20,"DE",-11.2855576865924
2008-02-21,"DE",-11.1412170652822
2008-02-22,"DE",-11.1267667958917
2008-02-25,"DE",-11.0247925165854
2008-02-26,"DE",-11.0430578064367
2008-02-27,"DE",-11.1623337846039
2008-02-28,"DE",-10.9589949058501
2008-02-29,"DE",-11.182298551706
2008-03-03,"DE",-11.1841300184885
2008-03-04,"DE",-11.0257226945602
2008-03-05,"DE",-10.9976374854762
2008-03-06,"DE",-10.7966327557783
2008-03-07,"DE",-10.7868121258969
2008-03-10,"DE",-10.8302871945558
2008-03-11,"DE",-10.5472583888127
2008-03-12,"DE",-10.5844084002672
2008-03-13,"DE",-10.8011189789989
2008-03-14,"DE",-11.0227614359428
2008-03-17,"DE",-10.8646808420056
2008-03-18,"DE",-10.759358245077
2008-03-19,"DE",-10.5733983264035
2008-03-20,"DE",-10.5279777001585
2008-03-25,"DE",-10.4849157122294
2008-03-26,"DE",-10.4624601551795
2008-03-27,"DE",-10.5528073357358
2008-03-28,"DE",-10.9194799021781
2008-03-31,"DE",-10.866134865739
2008-04-01,"DE",-10.6289424498372
2008-04-02,"DE",-10.442501212306
2008-04-03,"DE",-10.3541031599402
2008-04-04,"DE",-10.3264094098275
2008-04-07,"DE",-10.2790152652719
2008-04-08,"DE",-10.1576412093089
2008-04-09,"DE",-10.1194486809593
2008-04-10,"DE",-9.97768238095156
2008-04-11,"DE",-9.9554067941456
2008-04-14,"DE",-10.2005845183397
2008-04-15,"DE",-10.1038859557598
2008-04-16,"DE",-10.0660619877883
2008-04-17,"DE",-10.041546378971
2008-04-18,"DE",-10.1291145450331
2008-04-21,"DE",-10.1937270678866
2008-04-22,"DE",-10.0204564936261
2008-04-23,"DE",-10.0004657755309
2008-04-24,"DE",-10.0054449999725
2008-04-25,"DE",-10.083623472544
2008-04-28,"DE",-10.0224660669408
2008-04-29,"DE",-9.99529308457489
2008-04-30,"DE",-9.80813588755397
2008-05-02,"DE",-9.94272092467692
2008-05-05,"DE",-9.88878348094933
2008-05-06,"DE",-10.1418771408759
2008-05-07,"DE",-10.1644300086424
2008-05-08,"DE",-10.2014528703789
2008-05-09,"DE",-9.98638536670681
2008-05-12,"DE",-9.89343406481921
2008-05-13,"DE",-9.58733055154961
2008-05-14,"DE",-9.60254810813445
2008-05-15,"DE",-9.50554773890707
2008-05-16,"DE",-9.88414283255233
2008-05-19,"DE",-10.0078650810541
2008-05-20,"DE",-10.0010311871324
2008-05-21,"DE",-10.0393010231891
2008-05-22,"DE",-10.2506533912234
2008-05-23,"DE",-10.380542936923
2008-05-26,"DE",-10.3101104798163
2008-05-27,"DE",-10.1817305910259
2008-05-28,"DE",-9.99721524265946
2008-05-29,"DE",-10.2377646222502
2008-05-30,"DE",-10.4275695592611
2008-06-02,"DE",-10.2404837907154
2008-06-03,"DE",-10.2434216564723
2008-06-04,"DE",-10.1064260736486
2008-06-05,"DE",-10.4812620765061
2008-06-06,"DE",-10.5742816417305
2008-06-09,"DE",-10.6386098263369
2008-06-10,"DE",-10.5495869813261
2008-06-11,"DE",-10.4906857216251
2008-06-12,"DE",-10.4905636753165
2008-06-13,"DE",-10.885224716505
2008-06-16,"DE",-10.8971240705183
2008-06-17,"DE",-11.1062270632821
2008-06-18,"DE",-10.9286609620726
2008-06-19,"DE",-11.2697476326213
2008-06-20,"DE",-11.3487811271172
2008-06-23,"DE",-11.5786784954729
2008-06-24,"DE",-11.9666252705432
2008-06-25,"DE",-12.0819220018697
2008-06-26,"DE",-12.3287265452091
2008-06-27,"DE",-12.6280626113426
2008-06-30,"DE",-12.5900770331757
2008-07-01,"DE",-12.6374470236532
2008-07-02,"DE",-12.6154110708715
2008-07-03,"DE",-12.3409956770474
2008-07-04,"DE",-12.2744338154407
2008-07-07,"DE",-12.3621894371316
2008-07-08,"DE",-12.5868647781423
2008-07-09,"DE",-12.5776340175938
2008-07-10,"DE",-12.6586796077737
2008-07-11,"DE",-12.4976318973756
2008-07-14,"DE",-12.3031946701756
2008-07-15,"DE",-12.312363966298
2008-07-16,"DE",-12.1966756577771
2008-07-17,"DE",-12.1917599340558
2008-07-18,"DE",-12.0525247071058
2008-07-21,"DE",-11.9781092701018
2008-07-22,"DE",-11.8906791703939
2008-07-23,"DE",-12.0568895854884
2008-07-24,"DE",-12.1526593550483
2008-07-25,"DE",-12.2209232222037
2008-07-28,"DE",-12.2288810631813
2008-07-29,"DE",-12.1329049460197
2008-07-30,"DE",-11.8863930195229
2008-07-31,"DE",-11.6301445842416
2008-08-01,"DE",-11.3328556854902
2008-08-04,"DE",-11.2407457718739
2008-08-05,"DE",-10.9682099569336
2008-08-06,"DE",-10.9534190549048
2008-08-07,"DE",-10.8974648694483
2008-08-08,"DE",-10.7292876956861
2008-08-11,"DE",-10.5041254376047
2008-08-12,"DE",-10.5636655345831
2008-08-13,"DE",-10.5770138887172
2008-08-14,"DE",-10.4631799394518
2008-08-15,"DE",-10.684177548684
2008-08-18,"DE",-10.7640805222691
2008-08-19,"DE",-10.7068395727378
2008-08-20,"DE",-10.7167867258578
2008-08-21,"DE",-10.970282569693
2008-08-22,"DE",-10.9370824527777
2008-08-25,"DE",-11.0342488735235
2008-08-26,"DE",-11.0296100487296
2008-08-27,"DE",-10.9797790480927
2008-08-28,"DE",-10.8964895861602
2008-08-29,"DE",-10.8950965711818
2008-09-01,"DE",-11.0113563050621
2008-09-02,"DE",-10.7442476779887
2008-09-03,"DE",-10.7613867217865
2008-09-04,"DE",-10.9666768048465
2008-09-05,"DE",-11.1107464491128
2008-09-08,"DE",-10.788538593718
2008-09-09,"DE",-10.5644803015459
2008-09-10,"DE",-10.7983175554491
2008-09-11,"DE",-11.075614779181
2008-09-12,"DE",-11.456446296711
2008-09-15,"DE",-11.3809530597833
2008-09-16,"DE",-11.3633580028376
2008-09-17,"DE",-11.6299166250597
2008-09-18,"DE",-11.3315370625701
2008-09-19,"DE",-11.2661427250647
2008-09-22,"DE",-11.1356348985808
2008-09-23,"DE",-10.9437036791002
2008-09-24,"DE",-10.9045914625234
2008-09-25,"DE",-10.9474170507978
2008-09-26,"DE",-11.1091982576705
2008-09-29,"DE",-11.1765496028871
2008-09-30,"DE",-10.8814775805934
2008-10-01,"DE",-10.5663674811763
2008-10-02,"DE",-10.3907250886629
2008-10-03,"DE",-9.99679057621392
2008-10-06,"DE",-9.86992802583429
2008-10-07,"DE",-9.8336504531196
2008-10-08,"DE",-9.68098061997829
2008-10-09,"DE",-9.54540333012409
2008-10-10,"DE",-9.5980616246244
2008-10-13,"DE",-9.38618924062359
2008-10-14,"DE",-9.21394808663026
2008-10-15,"DE",-9.35752088990894
2008-10-16,"DE",-8.89136986709191
2008-10-17,"DE",-8.67679405071013
2008-10-20,"DE",-8.29042714000797
2008-10-21,"DE",-8.35253313697826
2008-10-22,"DE",-8.27907924799761
2008-10-23,"DE",-8.12282426317384
2008-10-24,"DE",-7.74714751107776
2008-10-27,"DE",-7.46970300944868
2008-10-28,"DE",-7.65562186365832
2008-10-29,"DE",-7.67540423779329
2008-10-30,"DE",-7.45764573493939
2008-10-31,"DE",-7.47639257047878
2008-11-03,"DE",-7.32768056292251
2008-11-04,"DE",-7.0423149435261
2008-11-05,"DE",-7.25804509285435
2008-11-06,"DE",-7.23137238269593
2008-11-07,"DE",-7.0520700934917
2008-11-10,"DE",-6.89422227692253
2008-11-11,"DE",-6.652108676824
2008-11-12,"DE",-6.77485494200785
2008-11-13,"DE",-7.12594111023385
2008-11-14,"DE",-7.16734500323824
2008-11-17,"DE",-7.44914449198031
2008-11-18,"DE",-7.52311739956989
2008-11-19,"DE",-7.54119453096298
2008-11-20,"DE",-7.78773733957379
2008-11-21,"DE",-7.98788900361232
2008-11-24,"DE",-8.17696147814666
2008-11-25,"DE",-8.52681230039533
2008-11-26,"DE",-8.43017662860342
2008-11-27,"DE",-8.59720886126862
2008-11-28,"DE",-8.77415382067215
2008-12-01,"DE",-8.81358675128834
2008-12-02,"DE",-9.21078619609781
2008-12-03,"DE",-9.43936059677312
2008-12-04,"DE",-9.72463483973317
2008-12-05,"DE",-9.86951491203818
2008-12-08,"DE",-10.0234401958218
2008-12-09,"DE",-10.3236501358062
2008-12-10,"DE",-10.3291262598425
2008-12-11,"DE",-10.2817937382641
2008-12-12,"DE",-10.458905184319
2008-12-15,"DE",-10.7437049561744
2008-12-16,"DE",-11.1397287233685
2008-12-17,"DE",-11.4101421119875
2008-12-18,"DE",-11.3187861056159
2008-12-19,"DE",-11.1011554932057
2008-12-22,"DE",-10.811870700462
2008-12-23,"DE",-10.717866490899
2008-12-24,"DE",-10.7132710122356
2008-12-29,"DE",-10.9162302611025
2008-12-30,"DE",-10.6702676893254
2008-12-31,"DE",-10.4855461299265
2009-01-02,"DE",-10.3787358136729
2009-01-05,"DE",-10.4768033354235
2009-01-06,"DE",-10.5008624932281
2009-01-07,"DE",-10.6515412043739
2009-01-08,"DE",-10.8042694724053
2009-01-09,"DE",-10.699006332377
2009-01-12,"DE",-10.5636857345686
2009-01-13,"DE",-10.7216917116772
2009-01-14,"DE",-10.579058252178
2009-01-15,"DE",-10.8077571652025
2009-01-16,"DE",-10.4768609988192
2009-01-19,"DE",-10.3311999721538
2009-01-20,"DE",-10.1712155282863
2009-01-21,"DE",-10.044865059044
2009-01-22,"DE",-9.95219541075917
2009-01-23,"DE",-10.1502859517831
2009-01-26,"DE",-10.1532573405264
2009-01-27,"DE",-10.0880984285563
2009-01-28,"DE",-9.8242465571351
2009-01-29,"DE",-9.6246912035604
2009-01-30,"DE",-9.59533554424468
2009-02-02,"DE",-9.61727985633939
2009-02-03,"DE",-9.85398317312333
2009-02-04,"DE",-9.93831574468668
2009-02-05,"DE",-10.1807071634448
2009-02-06,"DE",-10.2779211935286
2009-02-09,"DE",-10.5198654674723
2009-02-10,"DE",-10.445877265457
2009-02-11,"DE",-10.4411504351655
2009-02-12,"DE",-10.6978631853069
2009-02-13,"DE",-10.7382547378629
2009-02-16,"DE",-10.8800837926113
2009-02-17,"DE",-10.8999519505286
2009-02-18,"DE",-10.9887615847173
2009-02-19,"DE",-11.0155557667625
2009-02-20,"DE",-10.8728173955795
2009-02-23,"DE",-11.0435219322398
2009-02-24,"DE",-11.1853114053549
2009-02-25,"DE",-11.3432910135073
2009-02-26,"DE",-11.5394849254196
2009-02-27,"DE",-11.4676700039764
2009-03-02,"DE",-11.7889209272716
2009-03-03,"DE",-11.8178845881629
2009-03-04,"DE",-11.7670673052689
2009-03-05,"DE",-11.7119096809259
2009-03-06,"DE",-11.7470175715313
2009-03-09,"DE",-11.7617742131691
2009-03-10,"DE",-11.6836182705515
2009-03-11,"DE",-11.7964924104298
2009-03-12,"DE",-12.1753124050651
2009-03-13,"DE",-12.3834632767882
2009-03-16,"DE",-12.4441235293111
2009-03-17,"DE",-12.4710874365383
2009-03-18,"DE",-12.4671357568676
2009-03-19,"DE",-12.6275389932298
2009-03-20,"DE",-12.6623355973853
2009-03-23,"DE",-12.9650628259193
2009-03-24,"DE",-12.9864379643967
2009-03-25,"DE",-13.3313729241404
2009-03-26,"DE",-13.3597291117788
2009-03-27,"DE",-13.3111992513202
2009-03-30,"DE",-13.6164289039206
2009-03-31,"DE",-13.3749245849496
2009-04-01,"DE",-13.3789385588837
2009-04-02,"DE",-13.3749433703466
2009-04-03,"DE",-13.0330044455324
2009-04-06,"DE",-13.1895873418706
2009-04-07,"DE",-12.8347824740894
2009-04-08,"DE",-12.6814731393065
2009-04-09,"DE",-12.3081758065484
2009-04-14,"DE",-12.2313713692213
2009-04-15,"DE",-12.2964975388948
2009-04-16,"DE",-12.2386492088326
2009-04-17,"DE",-12.1006772193214
2009-04-20,"DE",-12.2433128352069
2009-04-21,"DE",-12.24122979892
2009-04-22,"DE",-12.281014746656
2009-04-23,"DE",-12.3419391148675
2009-04-24,"DE",-12.3589674420567
2009-04-27,"DE",-12.4366692972133
2009-04-28,"DE",-12.3608437463394
2009-04-29,"DE",-12.3457337952204
2009-04-30,"DE",-11.7981747611365
2009-05-04,"DE",-11.687303523067
2009-05-05,"DE",-11.604577629582
2009-05-06,"DE",-11.2972923569175
2009-05-07,"DE",-11.2021013243963
2009-05-08,"DE",-11.2192050925602
2009-05-11,"DE",-10.8722250407482
2009-05-12,"DE",-10.6381936730942
2009-05-13,"DE",-10.3736898146765
2009-05-14,"DE",-10.3914415745653
2009-05-15,"DE",-10.2370336680897
2009-05-18,"DE",-10.5306352523572
2009-05-19,"DE",-10.5132127059854
2009-05-20,"DE",-10.2090546561169
2009-05-21,"DE",-10.0601798007349
2009-05-22,"DE",-10.0409701966322
2009-05-25,"DE",-10.2087297050444
2009-05-26,"DE",-10.3536506661176
2009-05-27,"DE",-10.7184799116321
2009-05-28,"DE",-10.4670913117022
2009-05-29,"DE",-10.2773170881147
2009-06-01,"DE",-10.2017610920906
2009-06-02,"DE",-10.408384705548
2009-06-03,"DE",-10.3784619313753
2009-06-04,"DE",-10.2709041183299
2009-06-05,"DE",-9.88102700668533
2009-06-08,"DE",-9.55622485747229
2009-06-09,"DE",-9.49933095655052
2009-06-10,"DE",-9.20771655683931
2009-06-11,"DE",-8.97264895942987
2009-06-12,"DE",-8.66716281254655
2009-06-15,"DE",-8.85413874252065
2009-06-16,"DE",-8.62447411040888
2009-06-17,"DE",-8.70391226937909
2009-06-18,"DE",-8.91689091174461
2009-06-19,"DE",-8.63308189368308
2009-06-22,"DE",-8.55060323148409
2009-06-23,"DE",-8.55060323148408
2009-06-24,"DE",-8.43969963939426
2009-06-25,"DE",-8.56331632252465
2009-06-26,"DE",-8.25751750181622
2009-06-29,"DE",-8.0663042031354
2009-06-30,"DE",-7.80178482693686
2009-07-01,"DE",-7.50186197534985
2009-07-02,"DE",-7.50186197534987
2009-07-03,"DE",-7.65073683073184
2009-07-06,"DE",-7.34487707909949
2009-07-07,"DE",-7.31402384019595
2009-07-08,"DE",-6.98891953514126
2009-07-09,"DE",-6.64770480858319
2009-07-10,"DE",-6.59071463114561
2009-07-13,"DE",-6.23852948622348
2009-07-14,"DE",-6.20330401048453
2009-07-15,"DE",-5.92158839452613
2009-07-16,"DE",-5.68861848383439
2009-07-17,"DE",-5.67936522052608
2009-07-20,"DE",-5.76574370912763
2009-07-21,"DE",-5.70102483380753
2009-07-22,"DE",-5.49985162122032
2009-07-23,"DE",-5.49985162122033
2009-07-24,"DE",-5.43192477486834
2009-07-27,"DE",-5.43192477486834
2009-07-28,"DE",-5.28304991948637
2009-07-29,"DE",-5.13417506410438
2009-07-30,"DE",-4.67877651193422
2009-07-31,"DE",-4.46585096752729
2009-08-03,"DE",-4.51013156236748
2009-08-04,"DE",-4.27277922786859
2009-08-05,"DE",-4.27277922786859
2009-08-06,"DE",-4.12390437248661
2009-08-07,"DE",-3.73936412748343
2009-08-10,"DE",-4.03928697907042
2009-08-11,"DE",-4.05072391512465
2009-08-12,"DE",-4.05072391512464
2009-08-13,"DE",-4.05072391512465
2009-08-14,"DE",-4.05072391512464
2009-08-17,"DE",-4.05072391512465
2009-08-18,"DE",-4.05072391512465
2009-08-19,"DE",-3.8973822960567
2009-08-20,"DE",-3.8973822960567
2009-08-21,"DE",-3.89738229605669
2009-08-24,"DE",-4.08148262717763
2009-08-25,"DE",-4.67608359735414
2009-08-26,"DE",-4.97600644894113
2009-08-27,"DE",-4.82713159355916
2009-08-28,"DE",-4.84315957005964
2009-08-31,"DE",-4.80629627737316
2009-09-01,"DE",-4.82768318519216
2009-09-02,"DE",-4.860111583543
2009-09-03,"DE",-4.71123672816103
2009-09-04,"DE",-4.90245002684185
2009-09-07,"DE",-4.75357517145987
2009-09-08,"DE",-4.60470031607789
2009-09-09,"DE",-4.60470031607789
2009-09-10,"DE",-4.60470031607789
2009-09-11,"DE",-5.05042643087242
2009-09-14,"DE",-5.08565190661138
2009-09-15,"DE",-4.93677705122941
2009-09-16,"DE",-4.66106911092084
2009-09-17,"DE",-4.51219425553886
2009-09-18,"DE",-4.51219425553886
